cord_uid,source_x,title,doi,license,abstract,publish_time,authors,journal,url,s2_id,year,abstract_word_count
na1j3p0u,Medline,Rapid response systems.,,unk,Unknown,,"Buist, Michael D",The Medical journal of Australia,https://www.ncbi.nlm.nih.gov/pubmed/26021357/,27387336.0,,1
hz436jl5,Medline; PMC,"Digital contact-tracing during the Covid-19 pandemic: An analysis of newspaper coverage in Germany, Austria, and Switzerland",10.1371/journal.pone.0246524,cc-by,"Governments around the globe have started to develop and deploy digital contact tracing apps to gain control over the spread of the novel coronavirus (Covid-19). The appropriateness and usefulness of these technologies as a containment measure have since sparked political and academic discussions globally. The present paper contributes to this debate through an exploration of how the national daily newspapers in Germany, Austria, and Switzerland reported on the development and adoption of digital contact-tracing apps during early and after stages of the lockdown. These countries were among the first in Europe to develop apps and were critical voices in the debate of decentralized vs. centralized data processing. We conducted thematic analysis on news coverage published between January and May 2020 in high-circulation national daily newspapers from Germany, Austria, and Switzerland. A total of 148 articles from nine newspaper companies were included in the final analysis. From our analysis emerged six core themes of the development and adoption of digital contact tracing apps: 1) data governance; 2) role of IT giants; 3) scientific rigor; 4) voluntariness; 5) functional efficacy; 6) role of the app. These results shed light on the different facets of discussion regarding digital contact tracing as portrayed in German-speaking media. This study complements emerging survey data on public perceptions of digital contact tracing apps by providing a better understanding of the ideas circulating in the media ecosystem.",2021-02-03,"Amann, Julia; Sleigh, Joanna; Vayena, Effy",PLoS One,https://doi.org/10.1371/journal.pone.0246524; https://www.ncbi.nlm.nih.gov/pubmed/33534839/,231805687.0,2021.0,229
tt8md61t,Medline; PMC,COVID-19: Time for Post-Exposure Prophylaxis?,10.3390/ijerph17113997,cc-by,"From a healthcare perspective, infection due to the novel coronavirus SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) and the ensuing syndrome called COVID-19 (coronavirus disease 2019) represents the biggest challenge the world has faced in several decades. Particularly worrisome are the high contagiousness of the virus and the saturation of hospitals’ capacity due to overwhelming caseloads. Non-pharmaceutical interventions such as quarantine and inter-personal distancing are crucial to limiting the spread of the virus in the general population, but more tailored interventions may be needed at an individual level on a case-by-case basis. In this perspective, the most insidious situation is when an individual has contact with a contagious subject without adequate protection. If rapidly recognized afterwards, this occurrence may be promptly addressed through a post-exposure chemoprophylaxis (PEP) with antiviral drugs. This strategy has been implemented for other respiratory viruses (influenza above all) and was successfully used in South Korea among healthcare workers against the Middle East respiratory syndrome (MERS) coronavirus, by providing people who were exposed to high-risk contacts with lopinavir-ritonavir plus ribavirin. Initial experiences with the use of hydroxychloroquine to prevent COVID-19 also seem promising. Post-exposure chemoprophylaxis might help mitigate the spread of SARS-CoV-2 in the current phase of the COVID-19 pandemic.",2020-06-04,"Gentile, Ivan; Maraolo, Alberto Enrico; Piscitelli, Prisco; Colao, Annamaria",Int J Environ Res Public Health,https://doi.org/10.3390/ijerph17113997; https://www.ncbi.nlm.nih.gov/pubmed/32512873/,219549437.0,2020.0,203
9e49s2b0,WHO,Hemoglobinopathy and COVID-19,,unk,Unknown,,"Mungmunpuntipantip, Rujittika; Wiwanitkit, Viroj",Unknown,,234772044.0,,1
7g5mv6ms,WHO,Better editors,,unk,Unknown,,"Song, Yiyun",Nat Chem Biol,,219977554.0,,1
0qotj7rv,WHO,Commercial Transport During a Pandemic: Network Analysis to Reconcile COVID-19 Diffusion and Vital Supply Chain Resilience,,unk,Unknown,,"Lemke, Michael Kenneth; Apostolopoulos, Yorghos; Gallos, Lazaros K; Sönmez, Sevil",J. occup. environ. med,,219399734.0,,1
0sjvnzmh,WHO,Severe Acute Kidney Injury in Covid-19: Not Irrecoverable,,unk,"SESSION TITLE: Medical Student/Resident Critical Care Posters SESSION TYPE: Med Student/Res Case Rep Postr PRESENTED ON: October 18-21, 2020 INTRODUCTION: COVID-19 infection has varied presentations and complications inclusive of pneumonia(PNA),gastroenteritis(GE) and Acute kidney injury(AKI) Prompt identification with aggressive therapy is needed to reduce morbidity and mortality We present a case of COVID-19 infection with septic shock and severe AKI,successfully treated CASE PRESENTATION: A 65-year-old female presented with 7-days of vomiting,diarrhea,fever,dry cough,fatigue & confusion Multiple household members had recently tested positive for SARS CoV-19 She had a history of localized breast cancer on tamoxifen,HTN and CKD3a Baseline creatinine(Cr) 3 months prior was 1 2 On exam,BP was 86/48mm/hg, T 95F,RR 27 breaths/min She had dry mucous membranes, coarse breath sounds & rales bilaterally on auscultation,confusion & flapping wrist tremor Significant labs were a Cr of 21 5,BUN 162, CO2 9,D-dimer &gt;20,CRP 55 & random urine protein on 19 (&lt;12mg/dl) ABG on 3L nasal cannula showed PH 7 21, PO2 104, PCO2 30 CXR noted right upper lobe infiltrate CT head and EEG were unremarkable SARS-CoV-2 PCR was positive She was transferred to ICU for management of septic shock from COVID-19 PNA & GE with severe AKI Despite aggressive IV fluids,she remained hypotensive requiring phenylephrine for pressor support She received IV D5 ½ NS with bicarbonate, doxycycline,ceftriaxone & vancomycin Dialysis was considered but her renal function rapidly improved: within 24 hours she was weaned off phenylephrine & Cr decreased to 12 She was started on full dose Enoxaparin in light of elevated D-dimer, worsening bilateral infiltrates on CXR and PO2 falling to 68 on 6L NC with monitoring of anti-factor XA levels in light of AKI Within 5 days she had complete return of baseline mentation, improved ventilation & resolution of asterixis On discharge at day 10 her Cr was 1 0, with BUN 17,D-dimer 8 5 & CRP 24 She was discharged on Apixaban 5mg bid DISCUSSION: The Covid-19 global pandemic has resulted in numerous deaths and disability Prompt identification and aggressive treatment of the critically ill is paramount in the attempt to prevent multi-organ failure and death AKI occurs in as much as 23% of Covid 19 patients and confers increased mortality especially when associated with septic shock In our patient,with severe AKI,uremia with encephalopathy she had marked improvement and resolution with supportive therapy Her renal recovery with this degree of impairment is unusual as the majority of patients with similar characteristics have poor outcomes This recovery may be attributed to aggressive fluid resuscitation,correction of metabolic acidosis and possible early initiation of anticoagulation CONCLUSIONS: It is well known that AKI in critically ill Covid-19 patients is associated with high mortality This case reminds us that renal and overall clinical recovery is still possible in these patients More research is needed to identify predictors of prompt recovery Reference #1: Batlle, D , Soler, M , Sparks, M , Hiremath, S , South, A , Welling, P ,… Kidney Working Group (2020, May 04) Acute Kidney Injury in COVID-19: Emerging Evidence of a Distinct Pathophysiology Retrieved June 01, 2020, from https://jasn asnjournals org/content/early/2020/05/04/ASN 2020040419 Reference #2: Cheng, Y , Luo, R , Wang, K , Zhang, M , Wang, Z , Dong, L , Li, J , Yao, Y , Ge, S , & Xu, G (2020) Kidney disease is associated with in-hospital death of patients with COVID-19 Kidney international, 97(5), 829–838 https://doi org/10 1016/j kint 2020 03 005 DISCLOSURES: No relevant relationships by Deborah Fein, source=Web Response No relevant relationships by Latoya Gayle, source=Web Response No relevant relationships by Maha Imran, source=Web Response No relevant relationships by Gene Otuonye, source=Web Response No relevant relationships by Rani Sittol, source=Web Response No relevant relationships by Karlene Williams, source=Web Response",,"Gayle, L.; Otuonye, G.; Sittol, R.; Imran, M.; Williams, K.; Fein, D.",Chest,,222278041.0,,616
baz66gfg,Medline,Sex-based dimorphism of anticancer immune response and molecular mechanisms of immune evasion.,10.1158/1078-0432.ccr-21-0136,unk,"PURPOSE We previously demonstrated that sex influences response tovimmune-checkpoint inhibitors. Here we investigate sex-based differences in the molecular mechanisms of anticancer immune-response and immune evasion in patients with NSCLC. EXPERIMENTAL DESIGN We analyzed a) transcriptome-data of 2575 early-stage NSCLCs from 7 different datasets; b) 327 tumor-samples extensively characterized at the molecular level from the TRACERx lung study; c) two independent cohorts of respectively 329 and 391 patients with advanced NSCLC treated with anti-PD1/anti-PDL1 drugs. RESULTS As compared with men, the tumor microenvironment (TME) of women was significantly enriched for a number of innate and adaptive immune cell-types, including specific T-cell subpopulations. NSCLCs of men and women exploited different mechanisms of immune evasion. The TME of females was characterized by significantly greater T-cell dysfunction status, higher expression of inhibitory immune-checkpoint molecules and higher abundance of immune-suppressive cells, including Cancer Associated Fibroblasts, MDSCs and Regulatory T-cells. By contrast, the TME of males was significantly enriched for a T-cells excluded phenotype. We reported data supporting impaired neoantigens presentation to immune system in tumors of men, as molecular mechanism explaining the findings observed. Finally, in line with our results, we showed significant sex-based differences in the association between TMB and outcome of patients with advanced NSCLC treated with anti-PD1/PDL1 drugs. CONCLUSIONS We demonstrated meaningful sex-based differences of anticancer immune response and immune evasion mechanisms, that may be exploited to improve immunotherapy efficacy for both women and men.",2021-05-20,"Conforti, Fabio; Pala, Laura; Pagan, Eleonora; Bagnardi, Vincenzo; De Pas, Tommaso; Queirolo, Paola; Pennacchioli, Elisabetta; Catania, Chiara; Cocorocchio, Emilia; Ferrucci, Pier Francesco; Saponara, Maristella; Orsolini, Gianmarco; Zagami, Paola; Nicolo, Eleonora; De Marinis, Filippo; Tortora, Giampaolo; Bria, Emilio; Minucci, Saverio; Joffe, Hadine; Veronesi, Paolo; Wargo, Jennifer A; Rosenthal, Rachel; Swanton, Charles; Mantovani, Alberto; Gelber, Richard D; Viale, Giuseppe; Goldhirsch, Aron; Giaccone, Giuseppe",Clinical cancer research : an official journal of the American Association for Cancer Research,https://doi.org/10.1158/1078-0432.ccr-21-0136; https://www.ncbi.nlm.nih.gov/pubmed/34016641/,235073615.0,2021.0,233
lkfc9ax3,WHO,Short Term Analysis of Social Distancing on Mental Health and Physical Activity during Covid-19,,unk,Unknown,,"Peterson, J.; Chesbro, G.; Larson, R.; Larson, D.; Black, C.",Medicine and Science in Sports and Exercise,,237697867.0,,1
bd34s04w,Medline,Intravenous ozonized saline therapy as prophylaxis for healthcare workers (HCWs) in a dedicated COVID-19 hospital in India - A retrospective study.,10.26355/eurrev_202105_25847,unk,"OBJECTIVE In the current pandemic, Health Care Workers (HCWs) are at a high risk of developing COVID-19. Preventive methods like the use of personal protective equipment, isolation, social distancing, and chemoprophylaxis show limited benefit. Despite standard prophylaxis, many of the HCWs develop COVID-19. Medical ozone therapy has immunomodulatory, antioxidant and antiviral effect, and, therefore, it can be explored as prophylaxis for COVID-19. PATIENTS AND METHODS We conducted a retrospective controlled cohort study. IV ozonized saline was administered once a day for a total of 4 days in one month in addition to standard prophylaxis for COVID-19 to HCWs in a dedicated COVID hospital. Fresh ozonized saline was prepared for every administration and was given over 1 hour. RESULTS There were 235 HCWs, 64 received the ozone prophylaxis and 171 did not. The incidence of COVID-19 was significantly (p=0.04) lesser in HCWs that received ozone prophylaxis (4.6%) as compared to those who did not (14.03%). The benefit was seen irrespective of the risk of exposure. In the red zone, 8.69% of the HCWs who received ozone prophylaxis tested positive as opposed to 15.3% of those who did not. In the orange zone, 4.34% of the HCWs who received ozone prophylaxis tested positive, remarkably lesser than those who did not (20%). In the green zone, none of the HCWs who received ozone prophylaxis tested positive; however, 3.4% of the HCWs who did not receive ozone prophylaxis tested positive. No major adverse events were noted. CONCLUSIONS IV ozonized saline can be used in addition to the standard prophylactic regimen for the prevention of COVID-19 in HCWs. Prospective larger studies are required to establish the potency of IV ozonized saline as prophylaxis.",2021-05-01,"Sharma, A; Shah, M; Sane, H; Gokulchandran, N; Paranjape, A; Khubchandani, P; Captain, J; Shirke, S; Kulkarni, P",European review for medical and pharmacological sciences,https://doi.org/10.26355/eurrev_202105_25847; https://www.ncbi.nlm.nih.gov/pubmed/34002840/,234770876.0,2021.0,278
fpzqfqn2,WHO,Life in lockdown: experiences of patients with IBD during COVID-19,,unk,"OBJECTIVE: COVID-19 has disrupted the normal way of life in the UK, but for some patients with inflammatory bowel disease (IBD), the impact of this unprecedented global emergency was far greater. We aimed to assess the experience of patients with IBD during the COVID-19 lockdown. DESIGN: We designed a survey focused on the impact of COVID-19 on IBD healthcare, social and psychological well-being and quality of life. To capture those most likely to be affected we targeted survey invitations at our British Society of Gastroenterology (BSG) defined high and moderate-risk IBD population. Access to the survey was also available via our trust's social media pages. RESULTS: 685 responses were received. 76% of respondents categorised themselves in BSG defined moderate or high-risk groups, requiring stringent social distancing or shielding. 87% did not change their IBD medication, with most reported changes initiated by the IBD team. 39% were worried about their IBD care, but most services were largely uninterrupted. 90% received 'at-risk' notification often from multiple sources, but 17% not until May. The majority reported a negative impact of COVID-19 on their quality of life and significantly increased perceived stress. Patients expressed a strong wish of having future care delivered remotely. CONCLUSION: COVID-19 has had a significant negative impact on psychological well-being of patients with IBD. Local IBD services must have a robust data set of vulnerable patients and be designated future responsibility for prompt communication of advice to avoid delayed and sometimes conflicting information. Remote patient management systems should be further developed and embedded in clinical practice.",,"Harris, Richard James; Downey, Louise; Smith, Trevor R; Cummings, J R Fraser; Felwick, Richard; Gwiggner, Markus",Unknown,,227072875.0,,256
2dy52qyq,Medline; PMC; WHO,"Coronavirus: occurrence, surveillance, and persistence in wastewater",10.1007/s10661-021-09303-8,no-cc,"The coronavirus disease (COVID-19) outbreak reported in China in December 2019 has spread throughout the world. The WHO declared it as a pandemic in March 2020. The pandemic severely affected public health and the global economy. Many studies conducted on the coronavirus have helped us to elucidate its pathogenicity and pathophysiology. However, it is important to study the behavior of the pathogen in the environment to develop effective control measures. While studying the persistence and transmission of viruses in drinking water and wastewater systems, a low concentration of coronavirus and its nucleic acids have been detected in municipal wastewaters. This could be due to their high susceptibilities to degradation in aqueous environments. Epidemiological study on coronaviruses in wastewater will serve two purposes, i.e., in early detection of outbreak and in identifying asymptomatic carriers. In such cases, the epidemiological study will help in early detection of the presence of the virus in the community. Secondly, it will help in knowing if there are asymptomatic carriers, as such people do not show any signs of symptoms but shed the viruses in feces. The present review focuses on the epidemiological surveillance of wastewater for coronaviruses, as in recent years these are increasingly causing global pandemics. In this review we have discussed, the four pertinent areas of coronavirus study: (1) occurrence of coronavirus in wastewater, (2) wastewater based epidemiological surveillance of coronaviruses, (3) epidemiological surveillance tools used for detection of coronaviruses in sewage, and (4) persistence and sustainability of coronaviruses in wastewater. [Image: see text]",2021-07-23,"Basavaraju, Snehalatha; Aswathanarayan, Jamuna Bai; Basavegowda, Madhu; Somanathan, Balasubramanian",Environ Monit Assess,https://doi.org/10.1007/s10661-021-09303-8; https://www.ncbi.nlm.nih.gov/pubmed/34302225/,236203963.0,2021.0,251
0021yo3o,PMC,Procalcitonin in children with suspected novel influenza A (H1N1) infection,10.1016/j.jinf.2010.07.005,no-cc,Unknown,2010-07-16,"Limper, Maarten; Smit, Patrick M.; Bongers, Karlien M.; van Zanten, Anton P.; Smits, Paul H.M.; Brandjes, Dees P.M.; Mulder, Jan Willem; von Rosenstiel, Ines A.; van Gorp, Eric C.M.",J Infect,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7126920/,,2010.0,1
i580balt,Medline,Coil therapy for patients with severe emphysema and bilateral incomplete fissures - effectiveness and complications after 1-year follow-up: a single-center experience.,10.2147/copd.s117655,cc-by-nc,"BACKGROUND Lung volume reduction coil (LVRC) treatment is established in daily endoscopic lung volume reduction routine. The aim of this study was to evaluate the safety and efficacy of LVRC treatment. PATIENTS AND METHODS This was a retrospective analysis of 86 patients (male/female: 40/46, mean age: 64±7 years) with severe COPD and bilateral incomplete fissures. A total of 10 coils were unilaterally implanted in a single lobe, and 28 out of 86 patients were treated bilaterally. At 90-, 180-, and 365-day follow-up, changes in pulmonary function test (PFT), 6-minute walk test (6MWT) and modified Medical Research Council (mMRC) dyspnea scale, as well as possible complications, were recorded. RESULTS At 90 days, the forced expiratory volume in 1 second did improve (P<0.001), but the improvement was not sustained at the 180- and 365-day follow-up (baseline: 0.71±0.21 vs 0.77±0.23 vs 0.73±0.22 vs 0.70±0.18 L). Both vital capacity and residual volume improved significantly (P<0.001) at the 90- and 180-day follow-up, but the improvement was lost after 365 days. Total lung capacity decreased at the 90-day follow-up but returned to baseline values at the 180- and 365-day follow-up. 6MWT (P=0.01) and mMRC (P=0.007) also improved at 90 and 180 days (Δ6MWT of 31±54 and 20±60 m, respectively), but the improvement was also lost at the 365-day follow-up. No significant further improvement was evident at any point in the follow-up after the second procedure. A total of 4 out of 86 patients passed away due to complications. Significant complications in the first 3 months and then at 12 months included the following: severe hemoptysis in 4 (3.5%) and 4 (3.5%) patients, pneumonia requiring hospitalization in 32 (28.1%) and 9 (7.9%) patients and pneumothorax in 7 (6.1%) and 2 (1.7%) patients, respectively. Milder adverse events included self-limited hemoptysis, pneumonias, or COPD exacerbations treated orally. CONCLUSION LVRC improved PFT, 6MWT and mMRC initially, but the improvement was lost after 365 days. Furthermore, we observed 4 deaths and significant severe complications, which need to be further elucidated.",,"Kontogianni, Konstantina; Gerovasili, Vasiliki; Gompelmann, Daniela; Schuhmann, Maren; Hoffmann, Hans; Heussel, Claus Peter; Herth, Felix Jf; Eberhardt, Ralf",International journal of chronic obstructive pulmonary disease,https://doi.org/10.2147/copd.s117655; https://www.ncbi.nlm.nih.gov/pubmed/28176954/,18371641.0,,329
ib0c5hca,WHO,Bedeutung der COVID-19-Pandemie für Menschen mit Adipositas,,unk,Unknown,,"Gerlach, Stefanie",CardioVasc,,235244747.0,,1
9p18932p,Medline; PMC,Possible role of hypothyroidism in the prognosis of COVID‐19,10.1111/imj.15000,no-cc,"In patients with COVID‐19, certain medical conditions could result in poorer clinical outcomes. However, the prognostic role of hypothyroidism in COVID‐19 is still unknown. In the present retrospective study, we estimated the prevalence of hypothyroidism in COVID‐19 admitted patients in Tehran, Iran. Among 390 COVID‐19 admitted patients, 21 hypothyroid cases (5.4%) were found, in which nearly 90% were aged 50 years and older. Regarding the effect of hypothyroidism on COVID‐19 mortality, 60 (15.3%) of total patients and 4 (19%) of hypothyroid patients died, and no significant difference was found between the two groups.",2020-11-20,"Daraei, Morteza; Hasibi, Mehrdad; Abdollahi, Hamed; Mirabdolhagh Hazaveh, Mojgan; Zebaradst, Jayran; Hajinoori, Mitra; Asadollahi‐Amin, Ali",Intern Med J,https://doi.org/10.1111/imj.15000; https://www.ncbi.nlm.nih.gov/pubmed/33215834/,227060376.0,2020.0,93
x0im3m7v,Elsevier; Medline; PMC,A systematic risk-based strategy to select personal protective equipment for infectious diseases,10.1016/j.ajic.2019.06.023,no-cc,"BACKGROUND: Personal protective equipment (PPE) is a primary strategy to protect health care personnel (HCP) from infectious diseases. When transmission-based PPE ensembles are not appropriate, HCP must recognize the transmission pathway of the disease and anticipate the exposures to select PPE. Because guidance for this process is extremely limited, we proposed a systematic, risk-based approach to the selection and evaluation of PPE ensembles to protect HCP against infectious diseases. METHODS: The approach used in this study included the following 4 steps: (1) job hazard analysis, (2) infectious disease hazard analysis, (3) selection of PPE, and (4) evaluation of selected PPE. Selected PPE should protect HCP from exposure, be usable by HCP, and fit for purpose. RESULTS: The approach was demonstrated for the activity of intubation of a patient with methicillin-resistant Staphylococcus aureus or Severe Acute Respiratory Syndrome coronavirus. As expected, the approach led to the selection of different ensembles of PPE for these 2 pathogens. DISCUSSION: A systematic risk-based approach to the selection of PPE will help health care facilities and HCP select PPE when transmission-based precautions are not appropriate. Owing to the complexity of PPE ensemble selection and evaluation, a team with expertise in infectious diseases, occupational health, the health care activity, and related disciplines, such as human factors, should be engaged. CONCLUSIONS: Participation, documentation, and transparency are necessary to ensure the decisions can be communicated, critiqued, and understood by HCP.",2019-07-27,"Jones, Rachael M.; Bleasdale, Susan C.; Maita, Dayana; Brosseau, Lisa M.",Am J Infect Control,https://www.sciencedirect.com/science/article/pii/S0196655319306546; https://www.ncbi.nlm.nih.gov/pubmed/31358421/; https://doi.org/10.1016/j.ajic.2019.06.023; https://api.elsevier.com/content/article/pii/S0196655319306546,198984716.0,2019.0,232
6nn817yu,WHO,Viral gastroenteritis in pigs: Current knowledge and challenges,,unk,"Viral gastroenteritis in pigs is a continuous challenge for pig breeders, from the aspects of health management and the implementation of adequate biosecurity measures The most important pathogens in its aetiology are coronaviruses and rotaviruses, having features such as excretion in high concentrations, low infective dose, extreme environmental stability and high contagiousness Coronaviruses are the causative agents of important epizootics with high mortalities in nursing piglets (up to 100%), in particular the porcine epidemic diarrhoea virus (PEDV), which recently caused substantial losses for pig breeders in Croatia and worldwide Apart from PEDV, notable coronaviruses in pigs are transmissible gastroenteritis virus (TGEV), porcine deltacoronavirus (PDCoV) and the recently described swine acute diarrhoea syndrome-coronavirus (SADS-CoV) Rotaviruses are also significant pathogens causing diarrhoea in young pigs, even though they are ubiquitous, with Rotavirus A (RVA) being the most important species among five rotavirus species known to circulate in pigs Rotaviruses are known to possess a zoonotic potential which is also speculated for porcine deltacoronavirus, nevertheless coronaviruses of pigs have not yet been detected in humans The example of SADS-CoV transmission from bats to pigs emphasizes the need for surveillance of wild animals known as a source of diseases that present a veterinary and public health threat The pathogenesis, clinical appearance, autopsy and pathohistological findings are similar for all viral gastroenteritis in pigs In case of an outbreak of watery and yellowish diarrhoea of high morbidity and mortality, especially in nursing piglets, the suspicion of viral aetiology is warranted Therefore, early diagnosis is key for the implementation of adequate measures to prevent the disease from spreading and causing substantial losses The therapy is only supportive and vaccines are not available on this market, therefore the control of these viral infections is based on good health management and the implementation of strict hygiene and sanitary measures, as well as internal and external biosecurity measures © 2020 Croatian Veterinary Institute All rights reserved",,"Brnić, D.; Šimić, I.; Kovačević, A.; Krešić, N.",Veterinarska Stanica,,226531619.0,,317
k20qtecl,WHO,A mathematical model of COVID-19 using fractional derivative: outbreak in India with dynamics of transmission and control,,unk,"Since the first case of 2019 novel coronavirus disease (COVID-19) detected on 30 January, 2020, in India, the number of cases rapidly increased to 3819 cases including 106 deaths as of 5 April, 2020. Taking this into account, in the present work, we have analysed a Bats–Hosts–Reservoir–People transmission fractional-order COVID-19 model for simulating the potential transmission with the thought of individual response and control measures by the government. The real data available about number of infected cases from 14 March, 2000 to 26 March, 2020 is analysed and, accordingly, various parameters of the model are estimated or fitted. The Picard successive approximation technique and Banach’s fixed point theory have been used for verification of the existence and stability criteria of the model. Further, we conduct stability analysis for both disease-free and endemic equilibrium states. On the basis of sensitivity analysis and dynamics of the threshold parameter, we estimate the effectiveness of preventive measures, predicting future outbreaks and potential control strategies of the disease using the proposed model. Numerical computations are carried out utilising the iterative Laplace transform method and comparative study of different fractional differential operators is done. The impacts of various biological parameters on transmission dynamics of COVID-19 is investigated. Finally, we illustrate the obtained results graphically.",,"Shaikh, Amjad Salim; Shaikh, Iqbal Najiroddin; Nisar, Kottakkaran Sooppy",Adv. Differ. Equations,,220687177.0,,208
vf9llxck,WHO,Accuracy of galactomannan testing on tracheal aspirates in COVID-19-associated pulmonary aspergillosis,,unk,"OBJECTIVE: Our aim was to evaluate the performance of two galactomannan assays (Platelia Aspergillus EIA, BioRadâ, and Aspergillus Galactomannan LFA, IMMYâ, Norman, OK, USA) in tracheal aspirate (TA) samples of consecutive critically ill patients with COVID-19. METHODS: We included critically ill patients, performed GM-EIA and GM-LFA in TA and followed them until development of CAPA or alternate diagnosis. CAPA was defined according to the modified AspICU criteria in patients with SARS-CoV-2 infection. We estimated sensitivity, specificity, positive and negative predictive values for GM-EIA, GM-LFA, the combination of both or either positive results for GM-EIA and GM-LFA. We explored accuracy using different breakpoints, through ROC analysis and Youden index to identify the optimal cutoffs. We described antifungal treatment and 30-day mortality. RESULTS: We identified 14/144 (9.7%) patients with CAPA, mean age was 50.35 (SD 11.9), the median time from admission to CAPA was eight days; 28.5% received tocilizumab and 30-day mortality was 57%. ROC analysis and Youden index identified 2.0 OD as the best cut-off, resulting in sensitivity and specificity of 57.1% and 81.5% for GM-EIA and 60% and 72.6% for GM-LFA, respectively. CONCLUSIONS: The diagnostic performance of galactomannan in tracheal aspirates improved after using a cutoff of 2 OD. Although BAL testing is the ideal test, centers with limited access to bronchoscopy may consider this approach to identify or rule out CAPA.",,"Roman-Montes, Authors Carla M; Martinez-Gamboa, Areli; Diaz-Lomelí, Paulette; Cervantes-Sanchez, Axel; Rangel-Cordero, Andrea; Sifuentes-Osornio, Jose; Ponce-de-Leon, Alfredo; Gonzalez-Lara, M Fernanda",Mycoses,,227102229.0,,222
e4crn83o,WHO,Early CT manifestations and short-term evolution of coronavirus disease-2019,10.21203/rs.3.rs-19012/v1,cc-by,"Objectives: This study explored the features of coronavirus disease-2019 (COVID-19) with the aim of improving clinical diagnosis. Methods: : We retrospectively analyzed the clinical and CT data of 85 patients with COVID-19 who were diagnosed between January 20, 2020 and February 20, 2020. The imaging findings, clinical and laboratory data were evaluated. Results: : Of the 85 patients, five had mild symptoms, 60 had moderate symptoms, and 20 had severe symptoms. Sixty-nine patients had direct or indirect contact history, while 16 patients (19%) had no obvious epidemiological history. Eighty-five patients had prominent respiratory symptoms, while 70 patients (82%) had moderate to low fever. There were no obvious lung abnormalities in CT images of patients with mild symptoms. Common chest CT manifestations in patients with moderate or severe symptoms were ground glass opacity (GGO) (16%);GGO combined with grid (39%) or consolidation (32%);and air bronchogram sign (13%). In these patients, lesions were mostly distributed in the lower lobes of the lungs, and most were located in the periphery;pleural effusion was rare. Within 3 days after onset, GGO (23%) and GGO combined with grid (45%) were the most common manifestations in CT images;GGO combined with grid (35%) and/or consolidation (41%) were the main manifestations in CT images at 5–10 days after onset. Conclusions: : Common CT manifestations of COVID-19 were GGO alone and GGO combined with grid and/or consolidation. Short-term increases in ranges of lesions or consolidation areas may indicate disease aggravation.",,"Wei, Wei Hu Wen Xiao Lv Fu Wei",Unknown,https://doi.org/10.21203/rs.3.rs-19012/v1,234961407.0,,239
2dnfyagf,WHO,The EAERE Celebrates Its 30th Anniversary,,unk,"The European Association of Environmental and Resource Economists started around 1990 and celebrates its 30th anniversary this year. The rise of environmental concerns and the wish for more cooperation between scientists within Europe, plus the drive of a few highly motivated people, led to the foundation of this academic institution. This article aims at clarifying the initial steps and the development of this highly successful association. The relationship between economics and the environment is core for the future of our world, and the EAERE was crucial in developing this field. The EAERE has been a stimulus and a home for many scientists who were interested to work in this field and who would otherwise have been quite isolated. The future of the EAERE is bright if it manages to bridge new developments in economics and in the natural sciences, and between academics and policy.",,"de Zeeuw, Aart",Environ Resour Econ (Dordr),,215787454.0,,144
fh8it8jz,Elsevier; Medline; PMC,Pediatric Anesthesia Concerns and Management for Orthopedic Procedures,10.1016/j.pcl.2019.09.006,els-covid,"Anesthetic management of pediatric orthopedic patients is uniquely challenging. Approach to the pediatric patient must consider heightened preoperative anxiety and its postoperative behavioral and pain effects. Frequent respiratory infections can complicate timing of surgery and anesthetic care. Perioperative pain management usually involves a multimodal pharmacologic approach with the goal of minimizing opioid requirements. Regional anesthesia is valuable for postoperative pain control. Safety of its use in the pediatric population has been confirmed in recent studies. Included for discussion are fractures, slipped capital femoral epiphysis, club foot, and scoliosis.",2020-02-29,"Wu, Jeffrey P.",Pediatric Clinics of North America,https://doi.org/10.1016/j.pcl.2019.09.006; https://api.elsevier.com/content/article/pii/S0031395519301312; https://www.ncbi.nlm.nih.gov/pubmed/31779838/; https://www.sciencedirect.com/science/article/pii/S0031395519301312,208358731.0,2020.0,88
hfv49wnl,WHO,Case Study : Control and Management for COVID-19 in Aoyama University Ekiden Team,,unk,Unknown,,"Hara, Susumu",Journal of Japan Society of Sports Industry,,230669539.0,,1
7d4728ib,Medline; PMC; WHO,COVID-19: State of the Vaccination,10.1007/s40267-021-00869-4,no-cc,"The emergence of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and the resulting coronavirus disease 2019 (COVID-19) pandemic has led to rapid vaccine development and emergency use (EU) rollout. Six vaccines, including two using novel mRNA technology, are EU-listed by the World Health Organisation, and promising published trial data are available for nine more. While efficacy is good, there are various barriers to their global use. Long-term safety and immunogenicity data are being collected along the way.",2021-10-15,"Fenton, Caroline; Lamb, Yvette N.",Drugs Ther Perspect,https://doi.org/10.1007/s40267-021-00869-4; https://www.ncbi.nlm.nih.gov/pubmed/34667427/,239002371.0,2021.0,78
